,image_id,identity,path
120,2ed1fd5dd5c293c0,Selenkay,wildlife_reidentification-main\Lion_Data_Zero\train\Selenkay\Selenkay_Left_Face_2ed1fd5dd5c293c0.png
121,2fc7901db985b110,Naimina,wildlife_reidentification-main\Lion_Data_Zero\train\Naimina\Naimina_Left_Ear_2fc7901db985b110.png
122,2fd832f0cac1c8e2,Simaloi,wildlife_reidentification-main\Lion_Data_Zero\train\Simaloi\Simaloi_Nose_2fd832f0cac1c8e2.png
123,30021ccbd2d8fd93,Lolparpit,wildlife_reidentification-main\Lion_Data_Zero\train\Lolparpit\Lolparpit_Nose_30021ccbd2d8fd93.png
124,30218ceb5726ce8d,Tigisi,wildlife_reidentification-main\Lion_Data_Zero\train\Tigisi\Tigisi_Teeth_30218ceb5726ce8d.png
125,304afc029efcc7ec,Tigisi,wildlife_reidentification-main\Lion_Data_Zero\train\Tigisi\Tigisi_Nose_304afc029efcc7ec.png
126,30c3fdced3af03d7,Tigisi,wildlife_reidentification-main\Lion_Data_Zero\train\Tigisi\Tigisi_Portrait_30c3fdced3af03d7.png
127,30c609cf398cf084,Naisiae,wildlife_reidentification-main\Lion_Data_Zero\train\Naisiae\Naisiae_Right_Body_30c609cf398cf084.png
128,315fad91a5c5b4e0,Mooza,wildlife_reidentification-main\Lion_Data_Zero\train\Mooza\Mooza_Whiskers_315fad91a5c5b4e0.png
129,318b869a3cca6eac,Mashavu,wildlife_reidentification-main\Lion_Data_Zero\val\Mashavu\Mashavu_Whiskers_318b869a3cca6eac.png
130,319a2424dede4866,Arria,wildlife_reidentification-main\Lion_Data_Zero\val\Arria\Arria_Left_Face_319a2424dede4866.png
131,319cc0a92a8191bc,Yieyio,wildlife_reidentification-main\Lion_Data_Zero\train\Yieyio\Yieyio_Right_Body_319cc0a92a8191bc.png
132,322ca3bae431f66a,Naibor,wildlife_reidentification-main\Lion_Data_Zero\train\Naibor\Naibor_Whiskers_322ca3bae431f66a.png
133,322ed70e994fd3ae,Saimutie,wildlife_reidentification-main\Lion_Data_Zero\val\Saimutie\Saimutie_Right_Ear_322ed70e994fd3ae.png
134,328761c8550e7e56,Simaloi,wildlife_reidentification-main\Lion_Data_Zero\train\Simaloi\Simaloi_Whiskers_328761c8550e7e56.png
135,32b747f38096c5ed,Romeo,wildlife_reidentification-main\Lion_Data_Zero\train\Romeo\Romeo_Left_Body_32b747f38096c5ed.png
136,32c181c1a87f7f1f,Nasieku,wildlife_reidentification-main\Lion_Data_Zero\train\Nasieku\Nasieku_Left_Body_32c181c1a87f7f1f.png
137,32c1e36fefc70401,Nashipai,wildlife_reidentification-main\Lion_Data_Zero\val\Nashipai\Nashipai_Portrait_32c1e36fefc70401.png
138,3320848b6a3d1cb1,Chaimu,wildlife_reidentification-main\Lion_Data_Zero\train\Chaimu\Chaimu_left_face_3320848b6a3d1cb1.png
139,33388201fb3dd2d6,Lemayian,wildlife_reidentification-main\Lion_Data_Zero\train\Lemayian\Lemayian_Nose_33388201fb3dd2d6.png
140,33429626022050d1,Moswen,wildlife_reidentification-main\Lion_Data_Zero\train\Moswen\Moswen_Left_Face_33429626022050d1.png
141,3371b01199917ab4,Matajo,wildlife_reidentification-main\Lion_Data_Zero\train\Matajo\Matajo_Left_Face_3371b01199917ab4.png
142,34230b64136e7b32,Supu,wildlife_reidentification-main\Lion_Data_Zero\train\Supu\Supu_Left_Ear_34230b64136e7b32.png
143,34649aadb4f307f9,Sero,wildlife_reidentification-main\Lion_Data_Zero\train\Sero\Sero_Teeth_34649aadb4f307f9.png
144,346c1426cb70f0d5,Engiyaa,wildlife_reidentification-main\Lion_Data_Zero\train\Engiyaa\Engiyaa_Whiskers_346c1426cb70f0d5.png
145,34df1cad2baf02da,Summer,wildlife_reidentification-main\Lion_Data_Zero\val\Summer\Summer_Right_face_34df1cad2baf02da.png
146,3576a5edf80dbdcd,Yieyio,wildlife_reidentification-main\Lion_Data_Zero\train\Yieyio\Yieyio_Right_Face_3576a5edf80dbdcd.png
147,35a85bd8f12b1c07,Ngare,wildlife_reidentification-main\Lion_Data_Zero\train\Ngare\Ngare_Left_Ear_35a85bd8f12b1c07.png
148,35c7ea11f7c5a5f2,Manzy,wildlife_reidentification-main\Lion_Data_Zero\val\Manzy\Manzy_Right_Ear_35c7ea11f7c5a5f2.png
149,36c9f71a9e5e5a3d,Siti,wildlife_reidentification-main\Lion_Data_Zero\train\Siti\Siti_Left_Face_36c9f71a9e5e5a3d.png
150,3777306df1c29173,Enkume,wildlife_reidentification-main\Lion_Data_Zero\train\Enkume\Enkume_Left_Ear_3777306df1c29173.png
151,37efc588beac262d,Etana,wildlife_reidentification-main\Lion_Data_Zero\val\Etana\Etana_Portrait_37efc588beac262d.png
152,38429962e199cbf0,Tikki,wildlife_reidentification-main\Lion_Data_Zero\train\Tikki\Tikki_Whiskers_38429962e199cbf0.png
153,385b862327390d78,White-Eye,wildlife_reidentification-main\Lion_Data_Zero\train\White-Eye\White-Eye_Nose_385b862327390d78.png
154,38c07f58f4cd8da4,Mashavu,wildlife_reidentification-main\Lion_Data_Zero\val\Mashavu\Mashavu_Right_Face_38c07f58f4cd8da4.png
155,3900b93304945f1e,Cleopatra,wildlife_reidentification-main\Lion_Data_Zero\train\Cleopatra\Cleopatra_Nose_3900b93304945f1e.png
156,393e4d44d14d8598,Senteu,wildlife_reidentification-main\Lion_Data_Zero\train\Senteu\Senteu_Left_Face_393e4d44d14d8598.png
157,396e79704511da25,Sangiki,wildlife_reidentification-main\Lion_Data_Zero\train\Sangiki\Sangiki_Whiskers_396e79704511da25.png
158,3978d70b2e87f667,Simaloi,wildlife_reidentification-main\Lion_Data_Zero\train\Simaloi\Simaloi_Left_face_3978d70b2e87f667.png
159,3992fe5c2337eeba,Naape,wildlife_reidentification-main\Lion_Data_Zero\train\Naape\Naape_Whiskers_3992fe5c2337eeba.png
160,39d3389e5e7d3f80,Mashavu,wildlife_reidentification-main\Lion_Data_Zero\val\Mashavu\Mashavu_Nose_39d3389e5e7d3f80.png
161,3a5678d44205c826,Olchore,wildlife_reidentification-main\Lion_Data_Zero\train\Olchore\Olchore_Nose_3a5678d44205c826.png
162,3a6d82350a595005,Saba,wildlife_reidentification-main\Lion_Data_Zero\train\Saba\Saba_Portrait_3a6d82350a595005.png
163,3afd3c7339e916b7,Siti,wildlife_reidentification-main\Lion_Data_Zero\train\Siti\Siti_Right_Ear_3afd3c7339e916b7.png
164,3bdb2b9b081a30c3,Amber,wildlife_reidentification-main\Lion_Data_Zero\val\Amber\Amber_Right_Face_3bdb2b9b081a30c3.png
165,3c0ff60cc9b22d64,Opi,wildlife_reidentification-main\Lion_Data_Zero\train\Opi\Opi_Left_Face_3c0ff60cc9b22d64.png
166,3c287ff48f27de08,Sikio-Kali,wildlife_reidentification-main\Lion_Data_Zero\train\Sikio-Kali\Sikio-Kali_Nose_3c287ff48f27de08.png
167,3c6980140e569d32,Leia,wildlife_reidentification-main\Lion_Data_Zero\train\Leia\Leia_Left_Body_3c6980140e569d32.png
168,3d43800de63c581f,Kioni,wildlife_reidentification-main\Lion_Data_Zero\train\Kioni\Kioni_Portrait_3d43800de63c581f.png
169,3d682e4c1af4e554,Dada,wildlife_reidentification-main\Lion_Data_Zero\train\Dada\Dada_Whiskers_3d682e4c1af4e554.png
170,3e134f7559258c1b,Mashavu,wildlife_reidentification-main\Lion_Data_Zero\val\Mashavu\Mashavu_Right_Ear_3e134f7559258c1b.png
171,3e23ed4d0fdc1235,Hasani,wildlife_reidentification-main\Lion_Data_Zero\val\Hasani\Hasani_Whiskers_3e23ed4d0fdc1235.png
172,3e5cb9b916bad1a5,Lilly,wildlife_reidentification-main\Lion_Data_Zero\train\Lilly\Lilly_Right_Ear_3e5cb9b916bad1a5.png
173,3f8c398936cdffee,Nkasiogi,wildlife_reidentification-main\Lion_Data_Zero\train\Nkasiogi\Nkasiogi_Left_Whiskers_3f8c398936cdffee.png
174,412ecf7d729645f5,Charm,wildlife_reidentification-main\Lion_Data_Zero\train\Charm\Charm_Right_Ear_412ecf7d729645f5.png
175,414a48516563fc8b,Nesapuka,wildlife_reidentification-main\Lion_Data_Zero\train\Nesapuka\Nesapuka_Right_Face_414a48516563fc8b.png
176,41526fdad9ceb9d6,Lucinda,wildlife_reidentification-main\Lion_Data_Zero\train\Lucinda\Lucinda_Right_Ear_41526fdad9ceb9d6.png
177,4153f44e1a361688,Namunyak,wildlife_reidentification-main\Lion_Data_Zero\train\Namunyak\Namunyak_Portrait_4153f44e1a361688.png
178,41bb9f4ace2252e8,Siti,wildlife_reidentification-main\Lion_Data_Zero\train\Siti\Siti_Portrait_41bb9f4ace2252e8.png
179,424bfbd4e0126c89,Lemayian,wildlife_reidentification-main\Lion_Data_Zero\train\Lemayian\Lemayian_Right_Face_424bfbd4e0126c89.png
180,426fa870702e0a98,Ayo,wildlife_reidentification-main\Lion_Data_Zero\train\Ayo\Ayo_Right_Face_426fa870702e0a98.png
181,427bad0654f28efd,Yieyio,wildlife_reidentification-main\Lion_Data_Zero\train\Yieyio\Yieyio_Right_Ear_427bad0654f28efd.png
182,42c4bc3c42aba0c9,Naengop,wildlife_reidentification-main\Lion_Data_Zero\train\Naengop\Naengop_Right_Face_42c4bc3c42aba0c9.png
183,4320f80a211f4fc4,Nakepari,wildlife_reidentification-main\Lion_Data_Zero\train\Nakepari\Nakepari_right_ear_4320f80a211f4fc4.png
184,4324cc2e50ee8d32,Yieyio,wildlife_reidentification-main\Lion_Data_Zero\train\Yieyio\Yieyio_Left_Body_4324cc2e50ee8d32.png
185,433fdc9769ad47cb,Sangiki,wildlife_reidentification-main\Lion_Data_Zero\train\Sangiki\Sangiki_Right_Body_433fdc9769ad47cb.png
186,436fc5cee5e9bc1c,Spring,wildlife_reidentification-main\Lion_Data_Zero\val\Spring\Spring_Whiskers_436fc5cee5e9bc1c.png
187,437eecf826f49d97,Nesapuka,wildlife_reidentification-main\Lion_Data_Zero\train\Nesapuka\Nesapuka_Left_face_437eecf826f49d97.png
188,44746b2c1febfe8b,Nakepari,wildlife_reidentification-main\Lion_Data_Zero\train\Nakepari\Nakepari_nose_44746b2c1febfe8b.png
189,44786c3598c34031,Saitoti,wildlife_reidentification-main\Lion_Data_Zero\train\Saitoti\Saitoti_Portrait_44786c3598c34031.png
